transaction_id,opportunity_name,product_id,store_id,quantity,selling_price,discount_amount,transaction_timestamp,transaction_date,payment_mode,sales_channel,name,stage_name,owner_id,amount,customer_id
TXN000561,Mega Mobile Order 26,P0002,S001,2,14785,2091,2026-02-12 04:57:49,2026-02-12,Cash,Store,Mega Mobile Order 26,Needs Analysis,005a3000mvJbWxwAAF,496147.0000000000000000000000,
TXN000562,Urban Groceries Order 8,P0012,S003,4,78239,8419,2026-02-07 22:39:29,2026-02-07,UPI,Online,Urban Groceries Order 8,Needs Analysis,005a3000mvJbWxwAAF,29972.0000000000000000000000,
TXN000563,Fresh Electronics Order 65,P0016,S004,2,41881,6128,2026-01-05 01:34:25,2026-01-05,Card,Online,Fresh Electronics Order 65,Prospecting,005a3000mvJbWxwAAF,460518.0000000000000000000000,
TXN000564,Value Groceries Order 45,P0016,S003,3,107994,4356,2026-03-23 07:36:11,2026-03-23,Cash,Store,Value Groceries Order 45,Closed Won,005a3000mvJbWxwAAF,92975.0000000000000000000000,
TXN000565,Prime Groceries Order 78,P0008,S003,1,40262,3913,2026-02-19 12:58:03,2026-02-19,Net Banking,Store,Prime Groceries Order 78,Qualification,005a3000mvJbWxwAAF,137576.0000000000000000000000,
TXN000566,Mega Appliances Order 49,P0005,S002,4,25481,3624,2026-03-31 03:43:28,2026-03-31,Card,Online,Mega Appliances Order 49,Proposal/Price Quote,005a3000mvJbWxwAAF,413798.0000000000000000000000,
TXN000567,Elite Lifestyle Order 99,P0019,S005,3,74227,4378,2026-01-19 07:41:08,2026-01-19,UPI,Online,Elite Lifestyle Order 99,Prospecting,005a3000mvJbWxwAAF,186215.0000000000000000000000,
TXN000568,Elite Fashion Order 86,P0005,S004,3,24644,1992,2026-01-30 01:57:18,2026-01-30,UPI,Store,Elite Fashion Order 86,Prospecting,005a3000mvJbWxwAAF,496866.0000000000000000000000,001a3003WNFlUAuAYN
TXN000569,Metro Electronics Order 21,P0003,S005,1,79857,6207,2026-02-28 00:03:20,2026-02-28,Cash,Store,Metro Electronics Order 21,Proposal/Price Quote,005a3000mvJbWxwAAF,303288.0000000000000000000000,
TXN000570,Fresh Electronics Order 85,P0009,S005,3,18593,1713,2026-01-30 16:30:23,2026-01-30,UPI,Online,Fresh Electronics Order 85,Closed Won,005a3000mvJbWxwAAF,-5000.0000000000000000000000,
TXN000571,Value Mobile Order 81,P0005,S003,5,13690,273,2026-03-25 12:53:01,2026-03-25,UPI,Store,Value Mobile Order 81,Needs Analysis,005a3000mvJbWxwAAF,-5000.0000000000000000000000,
TXN000572,Fresh Lifestyle Order 92,P0008,S004,2,93236,4970,2026-03-07 20:46:49,2026-03-07,UPI,Store,Fresh Lifestyle Order 92,Needs Analysis,005a3000mvJbWxwAAF,147370.0000000000000000000000,
TXN000573,Modern Mobile Order 93,P0018,S004,2,107192,7948,2026-03-07 12:14:12,2026-03-07,UPI,Store,Modern Mobile Order 93,Proposal/Price Quote,005a3000mvJbWxwAAF,482103.0000000000000000000000,
TXN000574,Smart Fashion Order 79,P0009,S002,1,70780,8628,2026-01-12 00:03:17,2026-01-12,Cash,Store,Smart Fashion Order 79,Negotiation/Review,005a3000mvJbWxwAAF,228240.0000000000000000000000,
TXN000575,Quick Furniture Order 48,P0011,S004,1,106791,12797,2026-02-25 06:26:16,2026-02-25,Net Banking,Online,Quick Furniture Order 48,Prospecting,005a3000mvJbWxwAAF,155664.0000000000000000000000,
TXN000576,Quick Appliances Order 97,P0013,S004,1,47180,3790,2026-01-30 08:55:25,2026-01-30,Card,Online,Quick Appliances Order 97,Negotiation/Review,005a3000mvJbWxwAAF,190243.0000000000000000000000,
TXN000577,Quick Groceries Order 76,P0014,S003,1,106917,7114,2026-01-06 15:14:20,2026-01-06,Cash,Online,Quick Groceries Order 76,Closed Lost,005a3000mvJbWxwAAF,150600.0000000000000000000000,
TXN000578,Royal Electronics Order 11,P0001,S004,2,49928,1932,2026-03-06 08:06:38,2026-03-06,Cash,Store,Royal Electronics Order 11,Needs Analysis,005a3000mvJbWxwAAF,82213.0000000000000000000000,
TXN000579,Smart Mobile Order 80,P0019,S005,5,16609,1756,2026-01-08 02:02:28,2026-01-08,Cash,Online,Smart Mobile Order 80,Qualification,005a3000mvJbWxwAAF,205867.0000000000000000000000,
TXN000580,Quick Groceries Order 91,P0015,S005,2,62224,4977,2026-03-30 09:47:59,2026-03-30,Cash,Online,Quick Groceries Order 91,Negotiation/Review,005a3000mvJbWxwAAF,486005.0000000000000000000000,
TXN000581,Urban Electronics Order 87,P0003,S004,1,88415,1488,2026-03-11 13:11:15,2026-03-11,Card,Store,Urban Electronics Order 87,Proposal/Price Quote,005a3000mvJbWxwAAF,462077.0000000000000000000000,
TXN000582,Fresh Mobile Order 1,P0010,S005,5,51600,1326,2026-01-12 01:22:42,2026-01-12,Card,Online,Fresh Mobile Order 1,Qualification,005a3000mvJbWxwAAF,130994.0000000000000000000000,
TXN000583,Quick Electronics Order 27,P0010,S003,5,24368,575,2026-01-20 20:00:45,2026-01-20,Net Banking,Online,Quick Electronics Order 27,Needs Analysis,005a3000mvJbWxwAAF,295483.0000000000000000000000,
TXN000584,Global Fashion Order 56,P0010,S005,5,45968,4611,2026-02-03 17:15:14,2026-02-03,Net Banking,Store,Global Fashion Order 56,Qualification,005a3000mvJbWxwAAF,416818.0000000000000000000000,
TXN000585,Smart Mobile Order 80,P0017,S002,2,19487,2235,2026-02-10 00:16:49,2026-02-10,Net Banking,Online,Smart Mobile Order 80,Qualification,005a3000mvJbWxwAAF,205867.0000000000000000000000,
TXN000586,Modern Mobile Order 93,P0001,S001,5,21961,1933,2026-01-31 23:10:57,2026-01-31,Net Banking,Online,Modern Mobile Order 93,Proposal/Price Quote,005a3000mvJbWxwAAF,482103.0000000000000000000000,
TXN000587,Royal Electronics Order 72,P0019,S002,1,101779,5739,2026-02-04 01:48:28,2026-02-04,Card,Online,Royal Electronics Order 72,Proposal/Price Quote,005a3000mvJbWxwAAF,427059.0000000000000000000000,
TXN000588,Mega Appliances Order 89,P0010,S003,4,51235,5096,2026-01-10 20:39:27,2026-01-10,UPI,Store,Mega Appliances Order 89,Proposal/Price Quote,005a3000mvJbWxwAAF,457303.0000000000000000000000,
TXN000589,Mega Mobile Order 26,P0004,S001,1,27599,201,2026-03-07 05:37:29,2026-03-07,Cash,Store,Mega Mobile Order 26,Needs Analysis,005a3000mvJbWxwAAF,496147.0000000000000000000000,
TXN000590,Elite Accessories Order 13,P0016,S002,5,25611,3276,2026-02-21 22:09:07,2026-02-21,Cash,Online,Elite Accessories Order 13,Closed Lost,005a3000mvJbWxwAAF,171218.0000000000000000000000,
TXN000591,Royal Electronics Order 72,P0015,S003,2,99812,14039,2026-02-03 23:24:50,2026-02-03,UPI,Online,Royal Electronics Order 72,Proposal/Price Quote,005a3000mvJbWxwAAF,427059.0000000000000000000000,
TXN000592,Metro Electronics Order 21,P0010,S002,2,2894,2,2026-01-28 18:32:45,2026-01-28,Cash,Store,Metro Electronics Order 21,Proposal/Price Quote,005a3000mvJbWxwAAF,303288.0000000000000000000000,
TXN000593,Fresh Electronics Order 65,P0008,S004,5,87541,12802,2026-01-09 03:59:09,2026-01-09,UPI,Store,Fresh Electronics Order 65,Prospecting,005a3000mvJbWxwAAF,460518.0000000000000000000000,
TXN000594,Urban Electronics Order 62,P0016,S005,5,61867,4121,2026-01-15 03:22:56,2026-01-15,Cash,Online,Urban Electronics Order 62,Proposal/Price Quote,005a3000mvJbWxwAAF,127978.0000000000000000000000,
TXN000595,Global Fashion Order 56,P0004,S005,4,83366,7440,2026-03-31 10:08:20,2026-03-31,Net Banking,Online,Global Fashion Order 56,Qualification,005a3000mvJbWxwAAF,416818.0000000000000000000000,
TXN000596,Mega Mobile Order 26,P0011,S003,5,11346,372,2026-02-04 17:30:32,2026-02-04,Card,Store,Mega Mobile Order 26,Needs Analysis,005a3000mvJbWxwAAF,496147.0000000000000000000000,
TXN000597,Mega Groceries Order 10,P0002,S003,1,109461,14549,2026-02-03 20:39:34,2026-02-03,Card,Store,Mega Groceries Order 10,Prospecting,005a3000mvJbWxwAAF,174421.0000000000000000000000,
TXN000598,Quick Appliances Order 82,P0019,S005,4,5685,254,2026-03-20 08:18:25,2026-03-20,Cash,Online,Quick Appliances Order 82,Qualification,005a3000mvJbWxwAAF,99420.0000000000000000000000,
TXN000599,Mega Appliances Order 49,P0010,S005,3,61439,3166,2026-03-13 00:03:31,2026-03-13,Cash,Online,Mega Appliances Order 49,Proposal/Price Quote,005a3000mvJbWxwAAF,413798.0000000000000000000000,
TXN000600,Metro Electronics Order 67,P0006,S004,1,9613,1400,2026-02-06 00:17:53,2026-02-06,UPI,Online,Metro Electronics Order 67,Closed Won,005a3000mvJbWxwAAF,336570.0000000000000000000000,
TXN000601,Fresh Lifestyle Order 92,P0006,S004,4,109295,12367,2026-01-21 11:58:11,2026-01-21,UPI,Online,Fresh Lifestyle Order 92,Needs Analysis,005a3000mvJbWxwAAF,147370.0000000000000000000000,
TXN000602,Metro Electronics Order 67,P0010,S001,2,14887,1330,2026-03-17 08:31:28,2026-03-17,Net Banking,Online,Metro Electronics Order 67,Closed Won,005a3000mvJbWxwAAF,336570.0000000000000000000000,
TXN000603,Mega Mobile Order 26,P0015,S003,1,24124,602,2026-02-01 12:12:45,2026-02-01,Cash,Store,Mega Mobile Order 26,Needs Analysis,005a3000mvJbWxwAAF,496147.0000000000000000000000,
TXN000604,Fresh Groceries Order 39,P0007,S001,4,58981,8311,2026-01-26 21:33:07,2026-01-26,Cash,Store,Fresh Groceries Order 39,Qualification,005a3000mvJbWxwAAF,186950.0000000000000000000000,
TXN000605,Smart Electronics Order 66,P0004,S002,2,37711,3712,2026-01-24 23:43:25,2026-01-24,Net Banking,Store,Smart Electronics Order 66,Negotiation/Review,005a3000mvJbWxwAAF,484632.0000000000000000000000,
TXN000606,Smart Lifestyle Order 16,P0002,S004,4,3249,248,2026-02-09 15:07:13,2026-02-09,Cash,Online,Smart Lifestyle Order 16,Closed Won,005a3000mvJbWxwAAF,445897.0000000000000000000000,
TXN000607,Urban Groceries Order 8,P0011,S001,5,79857,1688,2026-03-12 09:01:50,2026-03-12,UPI,Online,Urban Groceries Order 8,Needs Analysis,005a3000mvJbWxwAAF,29972.0000000000000000000000,
TXN000608,Prime Mobile Order 90,P0007,S001,4,74307,7865,2026-01-09 02:35:53,2026-01-09,Card,Online,Prime Mobile Order 90,Qualification,005a3000mvJbWxwAAF,344816.0000000000000000000000,
TXN000609,Mega Mobile Order 26,P0007,S002,2,93704,9739,2026-02-17 01:16:25,2026-02-17,Card,Store,Mega Mobile Order 26,Needs Analysis,005a3000mvJbWxwAAF,496147.0000000000000000000000,
TXN000610,Metro Groceries Order 24,P0003,S005,5,91982,7263,2026-03-29 14:41:15,2026-03-29,Card,Online,Metro Groceries Order 24,Closed Lost,005a3000mvJbWxwAAF,25957.0000000000000000000000,
TXN000611,Elite Lifestyle Order 99,P0005,S001,4,44610,2808,2026-02-15 00:22:22,2026-02-15,Card,Store,Elite Lifestyle Order 99,Prospecting,005a3000mvJbWxwAAF,186215.0000000000000000000000,
TXN000612,Modern Lifestyle Order 58,P0013,S003,5,106133,11196,2026-01-05 15:27:09,2026-01-05,Cash,Store,Modern Lifestyle Order 58,Prospecting,005a3000mvJbWxwAAF,113652.0000000000000000000000,
TXN000613,Value Electronics Order 98,P0018,S002,4,8938,561,2026-01-26 09:44:45,2026-01-26,Net Banking,Store,Value Electronics Order 98,Qualification,005a3000mvJbWxwAAF,324652.0000000000000000000000,
TXN000614,Elite Appliances Order 73,P0014,S002,3,17056,1161,2026-02-05 16:36:57,2026-02-05,Card,Store,Elite Appliances Order 73,Negotiation/Review,005a3000mvJbWxwAAF,227481.0000000000000000000000,
TXN000615,Mega Mobile Order 26,P0020,S002,1,26574,3837,2026-01-08 09:30:13,2026-01-08,Card,Store,Mega Mobile Order 26,Needs Analysis,005a3000mvJbWxwAAF,496147.0000000000000000000000,
TXN000616,Value Groceries Order 45,P0018,S002,1,29262,235,2026-01-03 19:45:53,2026-01-03,UPI,Online,Value Groceries Order 45,Closed Won,005a3000mvJbWxwAAF,92975.0000000000000000000000,
TXN000617,Smart Lifestyle Order 16,P0014,S001,2,32032,4319,2026-03-09 14:30:40,2026-03-09,Card,Online,Smart Lifestyle Order 16,Closed Won,005a3000mvJbWxwAAF,445897.0000000000000000000000,
TXN000618,Metro Fashion Order 36,P0018,S004,2,17449,796,2026-02-10 05:44:54,2026-02-10,Net Banking,Online,Metro Fashion Order 36,Negotiation/Review,005a3000mvJbWxwAAF,150544.0000000000000000000000,
TXN000619,Urban Electronics Order 87,P0002,S003,3,12967,1501,2026-02-27 12:44:44,2026-02-27,Net Banking,Store,Urban Electronics Order 87,Proposal/Price Quote,005a3000mvJbWxwAAF,462077.0000000000000000000000,
TXN000620,Prime Mobile Order 90,P0011,S004,1,630,54,2026-02-12 02:14:31,2026-02-12,Card,Store,Prime Mobile Order 90,Qualification,005a3000mvJbWxwAAF,344816.0000000000000000000000,
TXN000621,Urban Electronics Order 62,P0004,S003,1,110962,9586,2026-02-10 06:07:21,2026-02-10,UPI,Online,Urban Electronics Order 62,Proposal/Price Quote,005a3000mvJbWxwAAF,127978.0000000000000000000000,
TXN000622,Fresh Furniture Order 53,P0012,S003,1,117850,16624,2026-03-21 22:15:09,2026-03-21,UPI,Store,Fresh Furniture Order 53,Proposal/Price Quote,005a3000mvJbWxwAAF,371222.0000000000000000000000,
TXN000623,Urban Electronics Order 62,P0012,S004,1,117141,3582,2026-03-12 05:35:19,2026-03-12,Net Banking,Online,Urban Electronics Order 62,Proposal/Price Quote,005a3000mvJbWxwAAF,127978.0000000000000000000000,
TXN000624,Mega Groceries Order 10,P0007,S004,1,82706,5060,2026-01-17 20:47:29,2026-01-17,Cash,Online,Mega Groceries Order 10,Prospecting,005a3000mvJbWxwAAF,174421.0000000000000000000000,
TXN000625,Quick Appliances Order 97,P0010,S003,2,61349,2251,2026-03-06 12:41:15,2026-03-06,Cash,Online,Quick Appliances Order 97,Negotiation/Review,005a3000mvJbWxwAAF,190243.0000000000000000000000,
TXN000626,Quick Fashion Order 41,P0012,S002,3,63887,5014,2026-02-13 04:14:39,2026-02-13,Net Banking,Store,Quick Fashion Order 41,Closed Won,005a3000mvJbWxwAAF,410099.0000000000000000000000,
TXN000627,Value Fashion Order 95,P0005,S003,1,48859,4425,2026-02-11 19:17:07,2026-02-11,UPI,Online,Value Fashion Order 95,Needs Analysis,005a3000mvJbWxwAAF,55711.0000000000000000000000,
TXN000628,Elite Furniture Order 54,P0004,S001,5,55499,2498,2026-01-04 22:01:05,2026-01-04,Crypto,Online,Elite Furniture Order 54,Negotiation/Review,005a3000mvJbWxwAAF,91153.0000000000000000000000,
TXN000629,Elite Lifestyle Order 99,P0020,S004,5,63621,1177,2026-01-02 10:10:15,2026-01-02,Card,Store,Elite Lifestyle Order 99,Prospecting,005a3000mvJbWxwAAF,186215.0000000000000000000000,
TXN000630,Fresh Accessories Order 50,P0010,S004,4,94846,12654,2026-03-05 04:44:52,2026-03-05,Cash,Online,Fresh Accessories Order 50,Needs Analysis,005a3000mvJbWxwAAF,460018.0000000000000000000000,
TXN000631,Urban Lifestyle Order 74,P0002,S003,1,103118,10613,2026-03-07 21:44:40,2026-03-07,Net Banking,Store,Urban Lifestyle Order 74,Closed Won,005a3000mvJbWxwAAF,355125.0000000000000000000000,
TXN000632,Fresh Mobile Order 1,P0001,S003,4,79188,11618,2026-03-24 21:56:13,2026-03-24,Card,Store,Fresh Mobile Order 1,Qualification,005a3000mvJbWxwAAF,130994.0000000000000000000000,
TXN000633,Quick Accessories Order 29,P0011,S001,4,111407,14774,2026-01-24 20:12:39,2026-01-24,UPI,Online,Quick Accessories Order 29,Qualification,005a3000mvJbWxwAAF,340396.0000000000000000000000,
TXN000634,Value Accessories Order 12,P0009,S002,5,37245,2530,2026-02-28 20:07:47,2026-02-28,UPI,Online,Value Accessories Order 12,Prospecting,005a3000mvJbWxwAAF,416370.0000000000000000000000,
TXN000635,Quick Furniture Order 48,P0009,S005,3,107009,14007,2026-03-31 15:47:56,2026-03-31,Card,Online,Quick Furniture Order 48,Prospecting,005a3000mvJbWxwAAF,155664.0000000000000000000000,
TXN000636,Royal Furniture Order 57,P0007,S004,2,19693,34,2026-02-21 09:44:59,2026-02-21,Card,Online,Royal Furniture Order 57,Proposal/Price Quote,005a3000mvJbWxwAAF,382370.0000000000000000000000,
TXN000637,Quick Appliances Order 97,P0013,S005,4,39842,846,2026-02-23 14:00:24,2026-02-23,Net Banking,Store,Quick Appliances Order 97,Negotiation/Review,005a3000mvJbWxwAAF,190243.0000000000000000000000,
TXN000638,Smart Electronics Order 66,P0006,S005,1,76909,4386,2026-03-09 15:32:10,2026-03-09,Card,Store,Smart Electronics Order 66,Negotiation/Review,005a3000mvJbWxwAAF,484632.0000000000000000000000,
TXN000639,Elite Accessories Order 13,P0010,S005,3,95663,8810,2026-01-28 13:00:02,2026-01-28,UPI,Online,Elite Accessories Order 13,Closed Lost,005a3000mvJbWxwAAF,171218.0000000000000000000000,
TXN000640,Global Electronics Order 9,P0012,S004,3,56340,4664,2026-03-25 03:43:07,2026-03-25,Cash,Online,Global Electronics Order 9,Closed Won,005a3000mvJbWxwAAF,177462.0000000000000000000000,
TXN000641,Royal Lifestyle Order 32,P0015,S004,1,27493,2145,2026-03-01 16:16:55,2026-03-01,Card,Online,Royal Lifestyle Order 32,Qualification,005a3000mvJbWxwAAF,340907.0000000000000000000000,
TXN000642,Fresh Lifestyle Order 92,P0011,S003,3,48189,4359,2026-02-04 07:20:59,2026-02-04,Cash,Store,Fresh Lifestyle Order 92,Needs Analysis,005a3000mvJbWxwAAF,147370.0000000000000000000000,
TXN000643,Metro Electronics Order 21,P0001,S005,3,62216,910,2026-01-19 23:12:21,2026-01-19,Cash,Online,Metro Electronics Order 21,Proposal/Price Quote,005a3000mvJbWxwAAF,303288.0000000000000000000000,
TXN000644,Quick Groceries Order 91,P0019,S003,3,81648,8860,2026-02-10 01:10:51,2026-02-10,Cash,Online,Quick Groceries Order 91,Negotiation/Review,005a3000mvJbWxwAAF,486005.0000000000000000000000,
TXN000645,Elite Electronics Order 52,P0011,S002,5,103029,36,2026-02-17 22:36:10,2026-02-17,UPI,Online,Elite Electronics Order 52,Negotiation/Review,005a3000mvJbWxwAAF,39862.0000000000000000000000,
TXN000646,Quick Appliances Order 97,P0011,S005,5,53403,2928,2026-03-04 17:25:34,2026-03-04,UPI,Online,Quick Appliances Order 97,Negotiation/Review,005a3000mvJbWxwAAF,190243.0000000000000000000000,
TXN000647,Modern Accessories Order 20,P0008,S003,5,34179,1803,2026-02-01 08:02:49,2026-02-01,UPI,Online,Modern Accessories Order 20,Negotiation/Review,005a3000mvJbWxwAAF,434656.0000000000000000000000,
TXN000648,Metro Fashion Order 30,P0011,S001,4,4895,644,2026-03-26 06:58:23,2026-03-26,Net Banking,Store,Metro Fashion Order 30,Qualification,005a3000mvJbWxwAAF,95685.0000000000000000000000,
TXN000649,Quick Appliances Order 82,P0011,S004,4,44752,5974,2026-01-08 14:53:17,2026-01-08,UPI,Online,Quick Appliances Order 82,Qualification,005a3000mvJbWxwAAF,99420.0000000000000000000000,
TXN000650,Fresh Mobile Order 31,P0018,S004,5,64738,6669,2026-02-26 13:27:21,2026-02-26,Cash,Store,Fresh Mobile Order 31,Needs Analysis,005a3000mvJbWxwAAF,340930.0000000000000000000000,
TXN000651,Prime Fashion Order 19,P0011,S005,3,67974,4786,2026-03-09 08:21:36,2026-03-09,UPI,Store,Prime Fashion Order 19,Closed Lost,005a3000mvJbWxwAAF,493577.0000000000000000000000,
TXN000652,Metro Electronics Order 43,P0005,S003,1,19710,1450,2026-01-12 19:17:06,2026-01-12,UPI,Store,Metro Electronics Order 43,Needs Analysis,005a3000mvJbWxwAAF,240260.0000000000000000000000,
TXN000653,Metro Lifestyle Order 55,P0005,S002,5,112840,938,2026-03-09 11:20:49,2026-03-09,Cash,Online,Metro Lifestyle Order 55,Closed Lost,005a3000mvJbWxwAAF,68517.0000000000000000000000,
TXN000654,Value Groceries Order 25,P0004,S004,3,68454,2864,2026-01-03 16:53:48,2026-01-03,UPI,Store,Value Groceries Order 25,Negotiation/Review,005a3000mvJbWxwAAF,178431.0000000000000000000000,
TXN000655,Fresh Electronics Order 85,P0007,S002,1,6043,82,2026-02-01 09:56:06,2026-02-01,Net Banking,Store,Fresh Electronics Order 85,Closed Won,005a3000mvJbWxwAAF,-5000.0000000000000000000000,
TXN000656,Prime Mobile Order 90,P0018,S005,4,76711,10502,2026-02-02 08:42:23,2026-02-02,Net Banking,Store,Prime Mobile Order 90,Qualification,005a3000mvJbWxwAAF,344816.0000000000000000000000,
TXN000657,Metro Fashion Order 36,P0008,S004,1,91318,1314,2026-03-17 14:48:09,2026-03-17,Card,Store,Metro Fashion Order 36,Negotiation/Review,005a3000mvJbWxwAAF,150544.0000000000000000000000,
TXN000658,Royal Furniture Order 57,P0019,S004,3,26452,1703,2026-02-06 21:56:07,2026-02-06,Card,Store,Royal Furniture Order 57,Proposal/Price Quote,005a3000mvJbWxwAAF,382370.0000000000000000000000,
TXN000659,Global Electronics Order 9,P0005,S001,1,59600,8819,2026-01-19 15:58:03,2026-01-19,Card,Store,Global Electronics Order 9,Closed Won,005a3000mvJbWxwAAF,177462.0000000000000000000000,
TXN000660,Elite Accessories Order 2,P0014,S005,1,63308,4106,2026-01-21 02:34:41,2026-01-21,Cash,Store,Elite Accessories Order 2,Qualification,005a3000mvJbWxwAAF,284433.0000000000000000000000,
TXN000661,Urban Lifestyle Order 74,P0010,S004,3,97765,2666,2026-03-14 06:50:46,2026-03-14,Card,Online,Urban Lifestyle Order 74,Closed Won,005a3000mvJbWxwAAF,355125.0000000000000000000000,
TXN000662,Fresh Lifestyle Order 92,P0012,S001,5,50311,1628,2026-01-24 02:42:09,2026-01-24,Card,Online,Fresh Lifestyle Order 92,Needs Analysis,005a3000mvJbWxwAAF,147370.0000000000000000000000,
TXN000663,Modern Lifestyle Order 17,P0020,S002,2,84964,7155,2026-01-12 22:21:07,2026-01-12,Card,Store,Modern Lifestyle Order 17,Closed Won,005a3000mvJbWxwAAF,161083.0000000000000000000000,
TXN000664,Quick Fashion Order 41,P0008,S004,5,79298,2367,2026-03-06 00:07:32,2026-03-06,Net Banking,Online,Quick Fashion Order 41,Closed Won,005a3000mvJbWxwAAF,410099.0000000000000000000000,
TXN000665,Quick Electronics Order 27,P0003,S003,4,6947,329,2026-01-27 23:58:54,2026-01-27,Card,Online,Quick Electronics Order 27,Needs Analysis,005a3000mvJbWxwAAF,295483.0000000000000000000000,
TXN000666,Quick Furniture Order 48,P0018,S003,1,111834,5876,2026-03-13 00:43:23,2026-03-13,Card,Online,Quick Furniture Order 48,Prospecting,005a3000mvJbWxwAAF,155664.0000000000000000000000,
TXN000667,Elite Mobile Order 83,P0014,S003,4,39768,1393,2026-02-09 00:13:16,2026-02-09,Net Banking,Online,Elite Mobile Order 83,Closed Won,005a3000mvJbWxwAAF,470037.0000000000000000000000,
TXN000668,Urban Furniture Order 7,P0002,S002,1,97257,10459,2026-02-22 23:45:58,2026-02-22,Cash,Online,Urban Furniture Order 7,Closed Won,005a3000mvJbWxwAAF,103142.0000000000000000000000,
TXN000669,Fresh Mobile Order 1,P0016,S003,4,72160,5720,2026-01-16 19:26:25,2026-01-16,Cash,Store,Fresh Mobile Order 1,Qualification,005a3000mvJbWxwAAF,130994.0000000000000000000000,
TXN000670,Fresh Electronics Order 65,P0013,S004,5,119121,483,2026-03-16 09:12:36,2026-03-16,Card,Online,Fresh Electronics Order 65,Prospecting,005a3000mvJbWxwAAF,460518.0000000000000000000000,
TXN000671,Global Fashion Order 56,P0020,S003,3,42905,3386,2026-03-26 22:28:10,2026-03-26,Cash,Store,Global Fashion Order 56,Qualification,005a3000mvJbWxwAAF,416818.0000000000000000000000,
TXN000672,Modern Lifestyle Order 17,P0018,S001,3,92425,12706,2026-03-03 02:53:14,2026-03-03,Cash,Store,Modern Lifestyle Order 17,Closed Won,005a3000mvJbWxwAAF,161083.0000000000000000000000,
TXN000673,Fresh Accessories Order 50,P0007,S001,2,9793,173,2026-03-13 13:24:28,2026-03-13,Card,Online,Fresh Accessories Order 50,Needs Analysis,005a3000mvJbWxwAAF,460018.0000000000000000000000,
TXN000674,Quick Electronics Order 27,P0008,S004,3,66958,677,2026-01-25 01:21:22,2026-01-25,Cash,Online,Quick Electronics Order 27,Needs Analysis,005a3000mvJbWxwAAF,295483.0000000000000000000000,
TXN000675,Metro Electronics Order 67,P0009,S005,3,6796,70,2026-01-02 09:57:51,2026-01-02,Net Banking,Online,Metro Electronics Order 67,Closed Won,005a3000mvJbWxwAAF,336570.0000000000000000000000,
TXN000676,Prime Groceries Order 33,P0002,S002,4,57233,4458,2026-02-22 19:23:50,2026-02-22,UPI,Online,Prime Groceries Order 33,Proposal/Price Quote,005a3000mvJbWxwAAF,428830.0000000000000000000000,
TXN000677,Quick Mobile Order 47,P0010,S004,5,8856,713,2026-02-15 17:18:42,2026-02-15,Card,Online,Quick Mobile Order 47,Closed Won,005a3000mvJbWxwAAF,199437.0000000000000000000000,
TXN000678,Modern Lifestyle Order 17,P0007,S001,1,20198,1637,2026-03-18 04:26:06,2026-03-18,Net Banking,Store,Modern Lifestyle Order 17,Closed Won,005a3000mvJbWxwAAF,161083.0000000000000000000000,
TXN000679,Elite Accessories Order 2,P0001,S003,3,105369,10425,2026-03-01 12:39:27,2026-03-01,Cash,Store,Elite Accessories Order 2,Qualification,005a3000mvJbWxwAAF,284433.0000000000000000000000,
TXN000680,Global Fashion Order 56,P0001,S001,4,68136,7330,2026-02-25 08:40:28,2026-02-25,Card,Online,Global Fashion Order 56,Qualification,005a3000mvJbWxwAAF,416818.0000000000000000000000,
TXN000681,Smart Groceries Order 6,P0004,S002,5,8534,166,2026-03-07 10:33:26,2026-03-07,Card,Online,Smart Groceries Order 6,Negotiation/Review,005a3000mvJbWxwAAF,456315.0000000000000000000000,
TXN000682,Royal Electronics Order 72,P0019,S002,3,81762,6863,2026-02-01 02:23:17,2026-02-01,UPI,Online,Royal Electronics Order 72,Proposal/Price Quote,005a3000mvJbWxwAAF,427059.0000000000000000000000,
TXN000683,Value Furniture Order 70,P0005,S005,3,18558,1488,2026-04-01 21:56:19,2026-04-01,Card,Online,Value Furniture Order 70,Negotiation/Review,005a3000mvJbWxwAAF,315847.0000000000000000000000,
TXN000684,Royal Groceries Order 59,P0002,S003,2,119435,5719,2026-03-13 15:12:36,2026-03-13,Card,Online,Royal Groceries Order 59,Closed Won,005a3000mvJbWxwAAF,440834.0000000000000000000000,
TXN000685,Modern Lifestyle Order 58,P0002,S004,1,92103,6894,2026-02-25 20:53:47,2026-02-25,Card,Online,Modern Lifestyle Order 58,Prospecting,005a3000mvJbWxwAAF,113652.0000000000000000000000,
TXN000686,Global Electronics Order 9,P0007,S005,2,34648,2842,2026-03-22 14:35:18,2026-03-22,Cash,Online,Global Electronics Order 9,Closed Won,005a3000mvJbWxwAAF,177462.0000000000000000000000,
TXN000687,Mega Appliances Order 89,P0003,S005,5,21111,1316,2026-01-18 03:30:34,2026-01-18,Cash,Store,Mega Appliances Order 89,Proposal/Price Quote,005a3000mvJbWxwAAF,457303.0000000000000000000000,
TXN000688,Smart Furniture Order 63,P0019,S001,3,115667,8234,2026-03-18 09:32:37,2026-03-18,Cash,Online,Smart Furniture Order 63,Closed Lost,005a3000mvJbWxwAAF,53973.0000000000000000000000,
